latitude,longitude,acq_date,confidence,frp
11.7424,84.3634,2023-10-04,67.9,21.0
18.9312,76.0775,2023-10-04,81.0,26.2
10.8044,82.4018,2023-10-04,74.5,24.9
25.8948,75.681,2023-10-04,64.5,31.2
14.1891,85.5443,2023-10-04,86.8,14.7
25.3099,81.9581,2023-10-04,68.1,43.4
14.2368,82.9325,2023-10-04,78.5,35.4
17.5328,79.7356,2023-10-04,50.6,35.0
11.2222,77.8332,2023-10-04,66.4,41.4
13.1878,84.9431,2023-10-04,55.1,34.2
12.3355,84.3416,2023-10-04,80.8,43.2
11.0176,76.2335,2023-10-04,74.4,11.3
12.5333,84.0043,2023-10-04,81.5,13.7
16.2166,83.139,2023-10-04,76.7,20.5
22.6652,73.8907,2023-10-04,66.5,21.8
23.3426,79.8008,2023-10-04,92.3,5.3
31.2036,76.1072,2023-10-04,74.2,43.3
30.4698,75.6689,2023-10-04,99.7,53.4
30.0121,75.6475,2023-10-04,74.5,40.7
31.7276,74.9417,2023-10-04,93.7,50.3
31.997,74.7321,2023-10-04,71.2,156.1
29.9792,74.2952,2023-10-04,88.2,100.5
31.4569,74.5611,2023-10-04,92.7,35.2
30.1784,75.1879,2023-10-04,75.3,54.1
29.5751,76.1726,2023-10-04,94.1,97.8
30.2811,74.7422,2023-10-04,77.9,27.3
30.3512,76.9536,2023-10-04,72.2,137.2
30.2382,74.928,2023-10-04,88.4,149.7
29.7565,76.2286,2023-10-04,77.3,178.2
29.8117,76.7602,2023-10-04,96.9,29.2
29.8866,74.7183,2023-10-04,89.1,115.6
30.3188,75.3522,2023-10-04,86.0,93.5
29.2973,75.815,2023-10-04,74.2,140.7
31.7375,74.7986,2023-10-04,90.5,136.7
31.0699,74.9775,2023-10-04,76.8,137.9
30.2738,75.5999,2023-10-04,86.5,31.0
30.0313,76.2283,2023-10-04,76.1,54.6
30.3824,76.2841,2023-10-04,86.2,147.0
29.9653,75.0129,2023-10-04,73.8,84.7
21.9186,78.3608,2023-10-05,83.1,40.2
25.9087,84.2033,2023-10-05,88.4,20.1
14.4461,84.3027,2023-10-05,94.1,14.1
24.8969,81.2806,2023-10-05,74.0,22.8
25.8073,77.0123,2023-10-05,53.4,28.0
20.3615,79.9872,2023-10-05,83.5,4.0
24.938,80.2517,2023-10-05,52.2,44.7
10.5161,83.2701,2023-10-05,70.5,16.2
19.1368,78.4711,2023-10-05,57.1,20.2
21.1653,85.1689,2023-10-05,81.0,37.1
22.4572,73.0595,2023-10-05,94.0,37.2
15.1489,83.4218,2023-10-05,63.2,7.8
13.477,74.0315,2023-10-05,71.0,30.5
18.5481,79.8052,2023-10-05,66.2,24.4
16.1074,78.9025,2023-10-05,66.2,42.9
23.4292,75.4663,2023-10-05,74.2,42.5
19.3537,76.4086,2023-10-05,78.9,13.7
23.3002,83.521,2023-10-05,79.2,35.6
12.5944,76.0621,2023-10-05,64.8,6.1
23.0945,81.0801,2023-10-05,50.1,16.3
20.2632,81.848,2023-10-05,81.9,41.5
11.9195,77.98,2023-10-05,59.2,37.6
10.6042,75.2185,2023-10-05,71.9,3.7
18.0432,85.8164,2023-10-05,91.7,10.2
16.9326,78.4529,2023-10-05,56.5,39.2
20.9903,85.2463,2023-10-05,86.7,22.0
15.0045,79.7773,2023-10-05,80.1,18.6
14.2851,84.4963,2023-10-05,77.9,28.9
19.286,84.1667,2023-10-05,81.6,26.2
18.8297,85.8854,2023-10-05,71.2,25.0
21.4049,85.9787,2023-10-05,74.6,34.1
12.8083,84.0659,2023-10-05,66.6,30.4
31.8133,75.2112,2023-10-05,85.2,98.7
29.0457,74.9272,2023-10-05,74.4,154.0
31.2346,75.5763,2023-10-05,96.8,109.0
29.6733,76.4658,2023-10-05,91.9,71.6
30.4961,76.64,2023-10-05,99.5,27.9
30.4487,76.2288,2023-10-05,94.4,126.0
30.431,74.7954,2023-10-05,84.7,144.2
29.9803,74.38,2023-10-05,90.6,133.2
31.5365,75.0738,2023-10-05,89.2,113.8
30.0293,75.5631,2023-10-05,92.4,56.2
31.7124,75.296,2023-10-05,85.9,12.8
29.8419,76.3921,2023-10-05,97.9,45.5
31.3843,75.0874,2023-10-05,85.4,69.4
31.3889,74.8286,2023-10-05,76.8,118.0
31.0252,75.1868,2023-10-05,89.3,117.8
30.1543,74.5638,2023-10-05,95.5,32.8
11.5118,78.628,2023-10-06,65.5,15.7
10.6506,83.0702,2023-10-06,93.7,5.8
12.5485,79.8012,2023-10-06,51.9,7.0
25.6478,79.0734,2023-10-06,58.4,16.5
16.3009,73.9527,2023-10-06,69.4,25.5
18.9107,80.9649,2023-10-06,78.2,28.3
25.3111,80.6437,2023-10-06,55.5,33.5
13.5157,80.6532,2023-10-06,55.5,29.0
23.7491,78.0303,2023-10-06,92.8,27.0
10.4593,73.3703,2023-10-06,70.4,9.2
24.3765,85.6407,2023-10-06,68.0,26.1
13.0637,76.8558,2023-10-06,79.3,6.5
24.262,84.4712,2023-10-06,79.4,34.0
16.4592,83.9109,2023-10-06,66.2,36.4
23.1892,85.6536,2023-10-06,55.2,3.3
24.4835,77.696,2023-10-06,79.1,16.9
13.0227,76.0746,2023-10-06,52.9,24.8
25.1465,74.3379,2023-10-06,59.8,33.3
17.227,76.638,2023-10-06,60.6,20.1
12.7447,82.1213,2023-10-06,73.2,22.7
19.3309,82.2355,2023-10-06,56.9,4.7
14.0883,78.3611,2023-10-06,52.3,22.4
19.7585,83.7,2023-10-06,84.1,8.3
10.7999,79.8465,2023-10-06,52.5,13.4
24.4477,78.57,2023-10-06,62.1,32.8
15.1036,79.4051,2023-10-06,72.2,13.1
10.4161,84.7336,2023-10-06,74.6,25.3
24.8162,76.5548,2023-10-06,53.5,12.9
18.9464,75.6036,2023-10-06,50.4,20.0
25.2402,79.1267,2023-10-06,90.7,2.6
19.4583,81.9241,2023-10-06,83.8,17.3
16.0868,79.4796,2023-10-06,83.0,24.3
18.8651,73.6074,2023-10-06,63.2,5.3
14.6785,82.0775,2023-10-06,86.6,8.4
14.8332,82.9844,2023-10-06,69.6,34.6
19.3471,74.0569,2023-10-06,52.0,40.1
18.3479,76.0085,2023-10-06,54.8,34.4
10.2182,75.635,2023-10-06,76.3,37.3
10.0356,83.1844,2023-10-06,66.1,36.2
17.1995,84.7178,2023-10-06,69.1,9.5
19.1717,79.508,2023-10-06,71.5,23.4
10.9137,76.2606,2023-10-06,85.6,5.9
10.3564,76.917,2023-10-06,68.7,2.6
22.9367,84.7175,2023-10-06,88.1,14.4
30.017,77.2677,2023-10-06,75.2,139.3
30.1695,75.5091,2023-10-06,87.1,35.2
31.0916,74.6461,2023-10-06,79.0,77.0
31.4215,74.6002,2023-10-06,94.1,114.0
30.1405,75.8512,2023-10-06,93.1,59.5
29.6239,75.6624,2023-10-06,90.3,48.0
30.3026,76.5187,2023-10-06,86.6,99.7
29.9519,75.7002,2023-10-06,92.3,59.8
30.5237,76.6703,2023-10-06,81.3,171.9
31.2358,74.6303,2023-10-06,88.5,59.3
31.3178,75.0854,2023-10-06,93.8,109.0
30.7756,76.2272,2023-10-06,92.7,75.8
29.9717,76.1977,2023-10-06,95.9,104.3
29.1486,76.2489,2023-10-06,74.3,175.2
30.0649,75.3001,2023-10-06,87.9,22.9
29.2095,76.2656,2023-10-06,88.0,40.6
30.3084,75.5862,2023-10-06,87.4,20.0
31.0918,75.5804,2023-10-06,71.0,146.8
30.17,76.796,2023-10-06,79.5,109.6
30.3961,74.9349,2023-10-06,81.9,80.7
29.8923,76.8037,2023-10-06,72.3,148.8
29.3059,76.8395,2023-10-06,90.6,141.5
20.7089,85.4728,2023-10-07,65.2,24.5
13.5542,85.2827,2023-10-07,84.9,23.7
11.6264,73.9727,2023-10-07,54.3,13.1
19.5916,83.9127,2023-10-07,73.6,10.1
16.6564,82.5214,2023-10-07,86.2,8.5
15.1737,81.2076,2023-10-07,72.7,8.3
13.9062,74.0576,2023-10-07,83.3,13.8
19.1953,80.5843,2023-10-07,87.3,26.2
21.7958,74.6481,2023-10-07,83.5,28.4
12.2865,84.3046,2023-10-07,50.9,3.3
17.2333,76.0326,2023-10-07,78.5,13.0
12.9739,84.9381,2023-10-07,87.8,17.4
14.0609,79.5088,2023-10-07,61.3,4.1
21.9288,79.9455,2023-10-07,81.4,3.8
10.6158,73.2159,2023-10-07,70.9,23.4
23.6761,75.7454,2023-10-07,84.9,43.2
10.9179,79.523,2023-10-07,79.1,32.4
14.6269,73.675,2023-10-07,83.9,30.7
21.9078,75.9243,2023-10-07,63.7,9.3
18.4315,73.9426,2023-10-07,80.0,11.0
25.6495,76.9019,2023-10-07,86.1,2.2
25.3202,73.6146,2023-10-07,90.2,21.8
22.8554,85.074,2023-10-07,84.2,22.9
17.206,84.0159,2023-10-07,93.8,25.6
30.5807,74.8498,2023-10-07,80.1,72.9
31.0673,75.3062,2023-10-07,86.0,85.8
30.2174,75.7825,2023-10-07,77.3,12.9
30.4681,75.2234,2023-10-07,77.7,39.9
30.4234,75.9093,2023-10-07,73.3,159.8
32.2961,75.1265,2023-10-07,91.5,168.0
29.5895,75.6848,2023-10-07,88.4,35.6
29.3431,76.2719,2023-10-07,92.6,74.4
30.4239,74.4777,2023-10-07,90.9,134.9
29.85,76.6146,2023-10-07,92.1,158.5
30.2159,75.4496,2023-10-07,93.3,111.7
30.0254,76.9935,2023-10-07,79.5,60.3
31.312,75.1817,2023-10-07,73.2,161.2
24.7007,84.9305,2023-10-08,77.7,33.1
11.5164,82.668,2023-10-08,74.9,28.9
20.891,84.2289,2023-10-08,58.3,16.6
16.7609,77.0448,2023-10-08,91.2,41.7
24.4011,79.9135,2023-10-08,56.2,10.3
20.769,75.9148,2023-10-08,57.8,28.2
25.2949,80.8847,2023-10-08,50.6,27.3
20.8161,74.5034,2023-10-08,83.3,9.7
23.8873,85.9199,2023-10-08,51.7,24.1
18.0723,79.4313,2023-10-08,57.3,19.8
25.1639,84.3164,2023-10-08,63.1,10.9
25.9987,79.8898,2023-10-08,87.8,30.6
24.4983,79.5754,2023-10-08,75.6,40.2
11.9636,76.6224,2023-10-08,85.9,7.9
20.7103,80.9561,2023-10-08,93.2,14.3
22.7493,85.0349,2023-10-08,73.7,13.3
22.3849,76.341,2023-10-08,82.0,14.3
20.6528,73.3566,2023-10-08,70.2,24.7
30.3832,75.045,2023-10-08,85.9,131.3
30.2479,75.4696,2023-10-08,97.7,22.3
29.5418,74.8851,2023-10-08,83.2,105.4
29.0562,77.1279,2023-10-08,79.3,18.5
30.1397,76.62,2023-10-08,74.3,84.6
30.9735,75.1964,2023-10-08,95.5,116.5
29.8114,74.8503,2023-10-08,81.1,122.9
31.1281,74.9992,2023-10-08,76.4,94.6
30.8528,75.8755,2023-10-08,73.2,21.4
30.1619,75.5025,2023-10-08,80.0,124.5
30.7241,74.974,2023-10-08,83.8,52.6
29.4876,75.9565,2023-10-08,92.1,91.6
29.3923,75.7574,2023-10-08,97.1,93.3
29.4847,75.6593,2023-10-08,71.3,171.4
30.3999,76.2267,2023-10-08,92.9,15.9
30.2821,75.9704,2023-10-08,86.7,19.1
29.9838,75.0762,2023-10-08,93.0,126.6
29.8704,76.6092,2023-10-08,88.3,80.7
30.9288,75.2684,2023-10-08,93.6,27.3
30.0904,75.6227,2023-10-08,75.7,56.4
30.0721,74.581,2023-10-08,78.1,175.9
30.3247,76.3501,2023-10-08,71.9,62.1
12.6147,83.7471,2023-10-09,72.0,28.5
21.5429,76.5574,2023-10-09,62.5,20.8
25.5591,78.1844,2023-10-09,79.3,12.7
11.2498,78.6783,2023-10-09,59.8,21.6
20.0172,78.5368,2023-10-09,69.5,12.0
16.6094,74.7823,2023-10-09,55.9,44.9
24.0502,75.8963,2023-10-09,51.6,6.6
14.153,81.9873,2023-10-09,71.8,44.7
25.4361,83.7586,2023-10-09,84.0,9.2
22.5793,75.844,2023-10-09,66.9,11.3
20.4115,82.2062,2023-10-09,75.6,39.4
21.5535,78.0637,2023-10-09,91.3,34.1
16.7165,73.9516,2023-10-09,68.3,11.5
13.3195,82.9006,2023-10-09,72.5,35.8
24.4221,79.3726,2023-10-09,77.1,4.9
12.131,77.5874,2023-10-09,51.8,4.6
24.9018,81.7941,2023-10-09,65.8,20.4
14.8859,83.4179,2023-10-09,57.4,21.0
10.7734,82.6492,2023-10-09,57.8,39.1
12.8124,78.8399,2023-10-09,60.9,35.0
18.5964,75.1385,2023-10-09,60.9,4.4
19.7513,79.6701,2023-10-09,79.6,42.5
25.7398,74.6101,2023-10-09,77.9,35.9
18.7944,82.9412,2023-10-09,61.1,27.7
17.9186,85.3312,2023-10-09,63.7,24.2
23.3062,85.9273,2023-10-09,54.2,15.5
29.9156,75.3661,2023-10-09,83.3,157.1
29.8139,76.6568,2023-10-09,70.4,147.8
30.8462,75.1472,2023-10-09,94.8,168.0
30.1413,74.4913,2023-10-09,94.2,24.6
30.5074,76.7004,2023-10-09,70.0,76.5
30.322,74.5328,2023-10-09,79.8,124.2
30.5177,75.3025,2023-10-09,80.2,125.3
29.9482,75.3701,2023-10-09,70.9,173.0
30.273,75.7171,2023-10-09,96.4,46.9
30.4222,75.1746,2023-10-09,92.8,125.5
29.748,75.0724,2023-10-09,83.7,74.6
30.5488,75.5867,2023-10-09,90.1,71.3
29.8258,76.672,2023-10-09,85.1,127.2
29.9432,75.8683,2023-10-09,86.4,172.1
30.6832,75.8908,2023-10-09,82.3,76.8
29.8917,76.2502,2023-10-09,94.4,117.6
31.3348,75.6771,2023-10-09,98.4,66.0
30.5597,76.137,2023-10-09,79.2,126.1
30.549,75.554,2023-10-09,73.0,86.2
29.9856,76.1068,2023-10-09,87.8,99.1
30.2087,74.3256,2023-10-09,98.0,140.8
29.7969,76.0649,2023-10-09,76.0,147.9
30.9796,75.6065,2023-10-09,88.8,20.9
29.7674,74.4793,2023-10-09,98.2,52.4
29.9871,75.0516,2023-10-09,87.2,165.8
29.1849,76.8651,2023-10-09,90.0,23.4
30.5771,75.6507,2023-10-09,83.9,67.2
10.7247,81.3451,2023-10-10,88.5,12.2
19.6334,85.2932,2023-10-10,57.2,2.9
20.8614,82.4727,2023-10-10,60.1,32.2
25.2793,74.3266,2023-10-10,88.9,44.5
22.8148,84.635,2023-10-10,87.8,41.0
21.4191,81.1974,2023-10-10,88.9,27.8
10.2707,83.0135,2023-10-10,87.9,6.0
22.5823,80.2871,2023-10-10,67.0,25.9
10.5081,74.8303,2023-10-10,89.8,43.9
17.0248,83.2059,2023-10-10,50.5,7.9
10.832,83.8969,2023-10-10,74.4,24.2
15.8956,74.0364,2023-10-10,89.0,37.1
12.0189,76.2034,2023-10-10,79.1,43.0
18.5682,74.6601,2023-10-10,89.8,26.3
23.5174,85.8921,2023-10-10,68.8,20.0
12.4315,75.5324,2023-10-10,93.6,22.0
17.7516,79.8264,2023-10-10,86.9,23.4
22.1171,74.7578,2023-10-10,93.8,2.2
14.7572,82.0677,2023-10-10,80.5,40.4
17.5472,81.1956,2023-10-10,60.2,38.0
14.9144,81.8561,2023-10-10,80.7,6.9
12.933,73.1567,2023-10-10,51.9,33.3
19.6157,80.5793,2023-10-10,77.3,26.4
17.23,76.9624,2023-10-10,85.7,27.6
17.6549,74.3608,2023-10-10,62.1,26.5
10.2675,84.3528,2023-10-10,52.2,39.7
14.5944,84.9373,2023-10-10,82.1,2.8
23.6451,75.6725,2023-10-10,78.2,2.6
25.6971,76.1865,2023-10-10,50.6,6.8
15.1835,75.6378,2023-10-10,75.7,40.6
22.7239,73.7609,2023-10-10,77.2,43.8
16.0195,84.9239,2023-10-10,62.1,20.8
10.034,73.5085,2023-10-10,90.5,21.4
24.4346,74.5092,2023-10-10,52.6,41.8
25.6901,80.5764,2023-10-10,74.8,35.7
13.5718,85.1645,2023-10-10,51.7,17.0
22.1716,85.1702,2023-10-10,85.1,6.2
13.0616,80.7796,2023-10-10,77.0,27.4
19.471,83.9869,2023-10-10,82.6,9.1
18.6954,80.2981,2023-10-10,79.2,31.5
29.6265,76.621,2023-10-10,84.5,145.9
31.6216,75.0902,2023-10-10,78.0,71.0
29.1945,76.898,2023-10-10,79.3,152.3
30.0582,76.6854,2023-10-10,71.6,138.9
29.8276,75.1146,2023-10-10,86.2,177.8
29.5433,74.4784,2023-10-10,97.6,153.0
30.2693,76.3224,2023-10-10,70.7,179.4
29.9074,76.8586,2023-10-10,87.6,123.8
30.7327,75.6325,2023-10-10,90.3,121.9
29.258,74.6946,2023-10-10,94.3,159.5
31.8137,75.6277,2023-10-10,80.9,106.0
30.0347,75.5662,2023-10-10,94.6,119.2
30.0733,75.2186,2023-10-10,94.1,63.2
30.771,75.4262,2023-10-10,88.1,34.2
29.9569,75.7059,2023-10-10,76.2,84.8
31.363,74.767,2023-10-10,73.8,174.4
29.9223,74.7151,2023-10-10,85.7,24.2
30.1884,76.1917,2023-10-10,73.3,152.0
29.9825,76.5964,2023-10-10,83.5,26.5
31.1406,74.9619,2023-10-10,76.8,62.6
30.1733,75.8626,2023-10-10,92.8,56.5
31.3436,75.1292,2023-10-10,92.1,140.6
31.5964,74.5776,2023-10-10,90.5,143.5
31.2056,74.8877,2023-10-10,85.8,85.8
30.1941,75.3156,2023-10-10,93.4,47.1
31.2549,74.8572,2023-10-10,77.1,123.0
30.774,75.0708,2023-10-10,81.5,135.0
31.2387,75.5655,2023-10-10,79.2,89.0
31.6045,74.6724,2023-10-10,80.8,99.0
30.2391,74.9238,2023-10-10,94.3,10.9
29.6396,75.6005,2023-10-10,99.5,131.8
23.526,74.9285,2023-10-11,88.4,33.2
12.057,76.4405,2023-10-11,90.3,22.4
25.3946,81.0603,2023-10-11,69.5,13.4
14.6415,81.3577,2023-10-11,64.6,35.8
25.9561,77.9389,2023-10-11,55.0,3.5
13.9965,77.7505,2023-10-11,66.4,14.9
15.7742,79.2838,2023-10-11,73.8,7.3
21.2455,82.9063,2023-10-11,77.7,6.6
22.2335,73.9926,2023-10-11,85.3,37.0
12.6456,83.539,2023-10-11,91.6,18.0
16.6013,84.156,2023-10-11,64.2,43.5
21.9834,80.4063,2023-10-11,72.2,41.8
14.7957,73.3072,2023-10-11,74.9,25.6
21.9957,81.2558,2023-10-11,88.3,18.9
21.398,73.9854,2023-10-11,78.0,28.2
10.1128,75.87,2023-10-11,83.8,6.4
19.4365,78.7518,2023-10-11,64.6,15.5
21.9196,80.9024,2023-10-11,67.3,13.3
23.4062,76.9528,2023-10-11,62.2,30.0
18.2045,81.7478,2023-10-11,52.4,8.5
11.1826,84.3673,2023-10-11,63.6,7.0
11.4378,77.2237,2023-10-11,73.1,14.8
15.8249,76.5187,2023-10-11,60.6,40.5
19.3584,76.7095,2023-10-11,84.6,40.0
24.0131,80.8778,2023-10-11,67.8,9.4
17.4456,80.1532,2023-10-11,52.4,7.5
24.7283,85.6391,2023-10-11,81.7,30.3
16.3427,78.3443,2023-10-11,85.2,37.7
19.542,81.8747,2023-10-11,52.5,17.7
22.6567,75.6646,2023-10-11,63.4,10.4
17.7911,85.3046,2023-10-11,61.3,8.7
21.4778,84.5596,2023-10-11,59.7,32.8
19.4182,84.5266,2023-10-11,74.8,30.5
16.2498,80.8019,2023-10-11,81.3,13.1
29.4265,75.9888,2023-10-11,73.9,33.5
30.2104,76.1191,2023-10-11,89.2,110.1
31.3777,74.9075,2023-10-11,78.6,45.9
29.4161,76.2657,2023-10-11,78.8,30.2
30.6395,76.0429,2023-10-11,75.0,169.4
29.5047,75.5153,2023-10-11,87.1,104.5
29.7263,75.0151,2023-10-11,90.9,133.2
29.9981,75.2358,2023-10-11,92.9,54.2
30.4303,74.5025,2023-10-11,72.1,95.6
32.178,75.2078,2023-10-11,71.2,43.7
29.8993,74.4285,2023-10-11,92.3,180.5
31.1753,75.8598,2023-10-11,91.6,124.9
31.6286,75.8094,2023-10-11,71.7,105.4
29.9804,75.6035,2023-10-11,97.4,53.4
29.736,76.2088,2023-10-11,72.7,23.6
31.1453,75.3088,2023-10-11,95.1,154.2
29.8179,75.8586,2023-10-11,70.7,62.3
31.7499,74.956,2023-10-11,94.4,128.4
31.2534,74.7558,2023-10-11,70.8,175.5
30.203,75.0915,2023-10-11,81.3,30.9
30.3942,74.8673,2023-10-11,77.0,51.5
29.8698,74.7118,2023-10-11,82.5,167.5
29.6662,75.3451,2023-10-11,73.7,20.7
30.4975,74.7844,2023-10-11,71.1,183.9
30.0874,75.9775,2023-10-11,77.6,144.8
30.2052,74.6309,2023-10-11,82.1,26.6
32.1881,74.1796,2023-10-11,99.9,121.4
30.0078,76.3669,2023-10-11,83.9,12.8
31.2209,75.4674,2023-10-11,83.1,138.0
30.4668,74.9177,2023-10-11,76.7,18.3
30.8385,74.8598,2023-10-11,98.7,96.8
29.684,76.5066,2023-10-11,90.5,73.7
29.7421,76.4177,2023-10-11,87.9,173.6
